index	sentence1	sentence2	label
865	<user> <user> so wait, we're not talking about looting? because the initial shooting that *sparked* the looting wasn't looting related. you're conflating the cause with the effect here, but given your twitter history you're an anti-Semite so, that checks out.	Is this tweet offensive?	0
866	Thread by <user> <user> Trump is a warrior and you are a weak liar, MAN. You would have punched him if you could have right?Why won't you answer the questions Chris asked you?Why did you lie...… <url>	Is this tweet offensive?	1
867	<user> Keep wanting to call it a panmedemic man you guys have been planning this for years such bull	Is this tweet offensive?	1
868	Financial Industry Reacts as Coronavirus Officially a Pandemic <url> via <user>	Is this tweet offensive?	0
869	<user> Source:  Mass (page 6): <url>  National (page 3): <url>	Is this tweet offensive?	0
870	Ion even know my shooter, he’s anonymous 🥴	Is this tweet offensive?	0
871	66 players opt out of NFL season due to coronavirus pandemic  <url>	Is this tweet offensive?	0
872	"US presidential hopeful <user> has called for regime change in Minsk, denouncing President Alexander Lukashenko’s ""brutal dictatorship"" and vowing to sanction his ""henchmen"" until there’s a ""democratic Belarus."" <url>"	Is this tweet offensive?	0
873	This bitch needs to simply go away...	Is this tweet offensive?	1
874	<user> Yea he's gonna beat u	Is this tweet offensive?	0
875	Oh <user> god help you.	Is this tweet offensive?	0
876	"🖤✊🏽 it is what it is! If ANY of what she said bothers you making you uncomfortable then you have to look yourself in the mirror and ask yourself, ""Am I racist!?"" Am I that blind to my own ignorance!?""   Bc the American Flag has absolutely NOTHING to do w the what we’re saying"	Is this tweet offensive?	0
877	most of these people including the preseident and vice president are not wearing masks and that’s all you need to know about the dumbasses in charge of this country	Is this tweet offensive?	1
878	👏👏 Young black protesters protect a <user> store from looters. 👏👏  Arrest the looters. *Not the peaceful protesters*.  And justice has to be served for the murder of George Floyd. <user> <url>	Is this tweet offensive?	0
879	We need to hold these officers accountable. This is ridiculous. Her face will never be the same. Latoya Ratlieff deserves and needs justice. 😡 #LatoyaRatlieff	Is this tweet offensive?	0
880	<user> <user> Safe to say, after this, we need to abolish that which used to protect slave owners, and abolish the electoral college.  3/5's claus doesn't exist anymore... antiquated and horrible	Is this tweet offensive?	0
881	<user> <user> To you need any tissues? Cry loser CRY!! Bon Voyage!	Is this tweet offensive?	1
882	🎧 WE HAVE DONE NOTHING 🎧  <url>  #BLACK_LIVES_MATTER	Is this tweet offensive?	0
883	Sick to think  a politician would do such a thing.  Also SICKENING to think politicians( DemoRats) would steal money from FOREIGN Aid. I imagine that's why they tried to impeach President Donald J.TRUMP. <url>	Is this tweet offensive?	0
884	"<user> <user> <user> Will one of you please appeal somehow to the folks Trump told to ""standby""? Defuse them somehow. 🤷🏻‍♀️"	Is this tweet offensive?	0
885	Because they are gonna send infected people into the rallies!	Is this tweet offensive?	0
886	Say it louder for the Trump voters in the back..... smh..  it was white supremacists....they wanted to burn down a black neighborhood,  and they did...  in multiple cities	Is this tweet offensive?	0
887	<user> <user> <user> not a women being a trump support <url>	Is this tweet offensive?	0
888	"What exactly is ""fraudulent use of testing services""?! This Tory government is repulsive, but also ham-fisted and incompetent in an almost comical way. Almost."	Is this tweet offensive?	0
889	"<user> It damn sure is, ""Big Guy""."	Is this tweet offensive?	0
890	"<user> Trump loves the ""N"" word! Central Park 5! Numerous NYC court cases for racism in renting! #Donald Trump Jr. is the number one White Supremacist! #VoteHimOut2020 #BidenHarrisToSaveAmerica #SundayMorning"	Is this tweet offensive?	1
891	<user> Ministry of Truth style propaganda. Like two minutes of hate in Orwell's 1984.	Is this tweet offensive?	0
892	<user> <user> <user> Ok since you have credibility and nuance, pleade make the case on how you'd solve wokeness. I'll wait!	Is this tweet offensive?	0
893	<user> <user> <user> Hard to accept the incompetence trump <user> having so many get infected #COVID19 👇  <url>  Harder to believe trump drive by event while infected shows further arrogance  #vote  <user> return sanity presidency  #pennsylvania #Wisconsin #Michigan  #FAM46	Is this tweet offensive?	0
894	SHIFTY SCHIFF....SAD SAD SAD CORRUPTION KING!	Is this tweet offensive?	0
895	I actually want to write off your face, you’re a fucking bitch <url>	Is this tweet offensive?	1
896	<user> <user> Cause the Heroes Act legislation is a garbage bill..too much non-Covid spending.. stimulus checks for illegals ????? What the hell ? Dems knew it all along..thought they'd be slick, and force it's passage..F that !	Is this tweet offensive?	1
897	<user> I heard several things that did. You, on the other hand, by dodging questions showed what a shrewd politician u are. For 47 years you’ve lined ur pockets at taxpayer expense. You’re a fraud and a liar.	Is this tweet offensive?	1
898	For fuck’s sake...	Is this tweet offensive?	1
899	<user> why are you allowing a racist SEX OFFENDER be a host on your platform?!?   PLEASE RETWEET AND SHARE #BlackLivesMatter <url>	Is this tweet offensive?	0
900	This is how you know Soros and his ilk are behind the movement! Anarchy is not going to happen in the USA! We went up against other evil powers and we can do it again!	Is this tweet offensive?	0
901	They turned their back on him and booed him 😂😂🙈 how’s that shitting on your own NYPD to pander to the masses going for ya Bill 😂😂🤣🤣💀💀💀	Is this tweet offensive?	1
902	Wouldn't this be the right time for rappers to talk about the use of the N Word in music. A lot of white people mumbling the lyrics and thinking it's okay to say Nigga.  #BlackLivesMatter <user>	Is this tweet offensive?	0
903	<user> How absurd! He wasn't doing anything wrong. How can they treat black people like that? This is a reflection of Trump's oppressive government.  #BlackLivesMatter	Is this tweet offensive?	0
904	I would encourage more GOP fools to not wear masks BUT they also infect good people  Thanks for being awful...  #moleg #mnleg #p2 #Biden2020 #mpls #stl #rochmn #como	Is this tweet offensive?	0
905	Seriously!? Does Kudlow think we will believe this baloney? Statements like this are a danger to #NationalSecurity and the world's health! #CorruptGOP	Is this tweet offensive?	0
906	<user> Accomplishments... 1- Got killed by a Bad Minneapolis cop.  🤔 That's all I got 🤣	Is this tweet offensive?	1
907	Then <user> starts to attack the son of <user> This orange is such a sad loser. LOL	Is this tweet offensive?	0
908	PLEASE DO NOT STOP FIGHTING FOR BLM JUST BECAUSE IT DOESN'T APPEAR ON YOUR TIMELINE ANYMORE!! WE MUST BE ANTI-RACISTS ALL THE TIME AND PUSH FOR CHANGE... KEEP SIGNING PETITIONS AND DONATING AND EDUCATING YOURSELF!! IT IS NOT JUST A TREND!! #BlackLivesMatter	Is this tweet offensive?	0
909	Keep in mind, Meghan McCain's batshit husband is a writer for The Federalist.	Is this tweet offensive?	1
910	The fact Trump ‘allowed Woodward to interview him for a book to come out in an election year proves he is too dumb to lead the country’ <user> <user> <user> <user> <user> <user>   Another Trump Lie <user>   <url>	Is this tweet offensive?	0
911	Hate actors who hate presidents with CHINA VIRUS.	Is this tweet offensive?	0
912	Trump's Bully Pulpit - Tyrannical Personality Endlessly Attacks Joe Biden &amp; Host Moderator During Presidential Debate!	Is this tweet offensive?	1
913	<user> <user> <user> I think I'll take Nov 4th off of work. One way or another I'll probably have a hangover!	Is this tweet offensive?	0
914	"Trying to reconcile the ""Democrats disappoint"" narrative with the fact that <user> captured more votes than any presidential candidate in a century.  Unfortunately <user> also garnered historic turnout from Republicans.  Is 2020 just another aberration for the GOP?"	Is this tweet offensive?	0
915	<user> continues to show his true colors #Elections2020 #Trump #BidenHarris2020 <url>	Is this tweet offensive?	0
916	<user> ACTIONS SPEAK LOUDER THAN WORDS!!!!  DON'T TALK,... ACT!!!  #BLACKLIVESMATTER	Is this tweet offensive?	0
917	<user> DON'T YOU DARE!!!  Kings' De'Aaron Fox cuts hair off during NBA's coronavirus stoppage <url>	Is this tweet offensive?	0
918	<user> <user> <user> <user> Your Socialist team is going to lose..	Is this tweet offensive?	0
919	When does the police aim at the heart of a 17-years-old Syrian man during a warning shot? This is murder in plain sight. A young Syrian boy was shot dead by the Turkish police for violation of the Covid-19 #quarantine. 😢	Is this tweet offensive?	0
920	<user> <user> <user> You have a one-sided Moderator, that definitely leans to the Democrats.	Is this tweet offensive?	0
921	Un fuken believable!	Is this tweet offensive?	1
922	White men ignorants are voting for #trump the rest are voting for <user>	Is this tweet offensive?	1
923	MAKE CYRUS THE GREAT   GREAT AGAIN <url>	Is this tweet offensive?	0
924	Shut up and write better columns.	Is this tweet offensive?	1
925	News Roundup Today – 5th March 2020  -20-year-old boy stabs friend to death in Nyong and Nkelle -Supected Boko Haram militants kill chief of Moxogo in the Far North -Public Health Minister says Cameroon is ready to tackle coronavirus threats <url>	Is this tweet offensive?	0
926	<user> <user> AIMS???!🥴	Is this tweet offensive?	0
927	I just KNOW I’m only hating my major rn cuz of covid 😔. Cuz I been wanting to do this all my life but damnnnnnn	Is this tweet offensive?	0
928	If UKIP is calling you a racist it’s time to re-evaluate	Is this tweet offensive?	0
929	<user> <user> <user> Good. People need to tell Trump to shut up more often.	Is this tweet offensive?	0
930	The Rock has never endorsed a presidential candidate before, until today.    #BidenIsWinnig	Is this tweet offensive?	0
931	Sen. Josh Hawley Is Pushing One of the Biggest Jobs Programs in History <url> <url>	Is this tweet offensive?	0
932	<user> <user> Joe spoke to the people. tRump spoke to white nationalists.	Is this tweet offensive?	0
933	Y’all got justice!!!! 😍	Is this tweet offensive?	0
934	Confirmation that the recession began *BEFORE* coronavirus lockdowns went into effect.  Trump wrecked the economy pre-pandemic.	Is this tweet offensive?	0
935	<user> Where have the right wing white supremacist riots been Joe?  I missed them on the news	Is this tweet offensive?	0
936	<user> I get the pain but dam warn somebody 😲. Made my ass jump😥. Police is in trouble when the world stands up!!! <url> #BlackLivesMatter <url>	Is this tweet offensive?	0
937	Too pandemicy	Is this tweet offensive?	0
938	Liverpool fans are gonna misbehave and likely cause a COVID 19 spike in the UK 😭	Is this tweet offensive?	0
939	<user> <user> 48 Hours &amp; You’re FIRED <user>   #VOTE <user>	Is this tweet offensive?	0
940	if covid19 is really bad like the communist media and liberals is telling us. I'm expecting thousands maybe millions of people infected in two weeks...	Is this tweet offensive?	0
